Organization,Country,Lattitude,Longitude,Industry,Organization_size,Owner,Lead_acquisition_date,Product,Status,Status_sequence,Stage,Stage_sequence,Deal_Value_USD,Probability_pct,Expected_close_date,Actual_close_date,lead_year,lead_month,deal_duration_days,close_delay_days,is_won,is_lost,is_closed,is_open,is_saas,org_size_cat
"Hegmann, Larkin and Bednar",France,48.864716,2.349014,Agriculture & Mining,Medium (201-500),Kevin Anderson,2024-02-15,Services,Churned Customer,7,,,7604,40,2024-11-14,2024-03-02,2024,2024-02,273,-257.0,False,False,False,False,False,Medium (201-500)
"Lynch, Kihn and Bartell",Germany,52.520008,13.404954,Retail & Distribution,Medium (201-500),Kevin Anderson,2024-03-03,Services,Churned Customer,7,,,3858,50,2024-06-20,2024-04-01,2024,2024-03,109,-80.0,False,False,False,False,False,Medium (201-500)
"Schinner, Bogisich and Batz",Austria,48.210033,16.363449,Education & Science,Medium (201-500),Emily Johnson,2024-01-12,SAAS,Churned Customer,7,,,785,70,2024-07-17,2024-04-14,2024,2024-01,187,-94.0,False,False,False,False,True,Medium (201-500)
Grimes and Sons,Spain,40.416775,-3.70379,Government Administration Healthcare,Medium (201-500),Jessica Martinez,2024-01-20,SAAS,Churned Customer,7,,,4410,40,2024-06-10,2024-03-07,2024,2024-01,142,-95.0,False,False,False,False,True,Medium (201-500)
"VonRueden, Gerlach and Schiller",France,48.864716,2.349014,Professional Services  & Consulting,Medium (201-500),Laura Thompson,2024-04-10,Services,Churned Customer,7,,,3455,100,2024-12-11,2024-06-11,2024,2024-04,245,-183.0,False,False,False,False,False,Medium (201-500)
"Heller, Effertz and Tromp",Belgium,51.260197,4.402771,Banking and Finance,Medium (201-500),Laura Thompson,2024-02-14,SAAS,Churned Customer,7,,,7486,40,2024-12-22,2024-05-11,2024,2024-02,312,-225.0,False,False,False,False,True,Medium (201-500)
Emard-Lind,Switzerland,46.204391,6.143158,Retail & Distribution,Medium (201-500),Michael Brown,2024-03-03,Services,Churned Customer,7,,,4521,90,2024-12-12,2024-03-06,2024,2024-03,284,-281.0,False,False,False,False,False,Medium (201-500)
O'Hara-Wyman,Italy,41.902782,12.496366,Government Administration Healthcare,Medium (201-500),David Wilson,2024-05-30,SAAS,Churned Customer,7,,,1641,20,2024-07-09,2024-09-06,2024,2024-05,40,59.0,False,False,False,False,True,Medium (201-500)
Tillman-Greenholt,Italy,41.902782,12.496366,Education & Science,Medium (201-500),Michael Brown,2024-01-02,SAAS,Churned Customer,7,,,3545,40,2024-07-13,2024-04-27,2024,2024-01,193,-77.0,False,False,False,False,True,Medium (201-500)
Powlowski LLC,Italy,41.902782,12.496366,Manufacturing & Production,Medium (201-500),Jessica Martinez,2024-05-18,SAAS,Churned Customer,7,,,5862,60,2024-09-27,2024-07-06,2024,2024-05,132,-83.0,False,False,False,False,True,Medium (201-500)
O'Reilly-Stanton,Netherlands,52.370216,4.895168,IT & IT Services,Medium (201-500),Kevin Anderson,2024-03-17,Services,Churned Customer,7,,,6124,20,2024-06-28,2024-07-05,2024,2024-03,103,7.0,False,False,False,False,False,Medium (201-500)
O'Reilly-Bruen,France,48.864716,2.349014,Government Administration Healthcare,Medium (201-500),Laura Thompson,2024-02-05,Services,Churned Customer,7,,,2002,30,2024-12-23,2024-03-20,2024,2024-02,322,-278.0,False,False,False,False,False,Medium (201-500)
Kirlin and Sons,Portugal,38.736946,-9.142685,Government Administration Healthcare,Medium (201-500),Jessica Martinez,2024-01-02,Services,Churned Customer,7,,,3182,20,2024-05-05,2024-03-03,2024,2024-01,124,-63.0,False,False,False,False,False,Medium (201-500)
MacGyver LLC,Belgium,51.260197,4.402771,Agriculture & Mining,Medium (201-500),Jessica Martinez,2024-02-04,SAAS,Churned Customer,7,,,7019,30,2024-03-02,2024-05-12,2024,2024-02,27,71.0,False,False,False,False,True,Medium (201-500)
Lemke-Crooks,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),John Smith,2024-04-17,SAAS,Churned Customer,7,,,2816,70,2024-08-04,2024-05-18,2024,2024-04,109,-78.0,False,False,False,False,True,Medium (201-500)
"Hirthe, Grady and Cummings",Switzerland,46.204391,6.143158,Banking and Finance,Medium (201-500),Emily Johnson,2024-05-24,SAAS,Churned Customer,7,,,734,40,2024-08-04,2024-08-27,2024,2024-05,72,23.0,False,False,False,False,True,Medium (201-500)
Crooks-Wiza,Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),Michael Brown,2024-03-23,SAAS,Churned Customer,7,,,7204,20,2024-11-22,2024-06-24,2024,2024-03,244,-151.0,False,False,False,False,True,Medium (201-500)
"Ortiz, Bashirian and Pfannerstill",Italy,41.902782,12.496366,Professional Services  & Consulting,Medium (201-500),Jessica Martinez,2024-04-01,SAAS,Churned Customer,7,,,2921,60,2025-02-13,2024-06-02,2024,2024-04,318,-256.0,False,False,False,False,True,Medium (201-500)
"Orn, Blanda and Oberbrunner",Portugal,38.736946,-9.142685,Government Administration Healthcare,Medium (201-500),Emily Johnson,2024-03-09,Services,Churned Customer,7,,,2653,50,2025-01-31,2024-05-30,2024,2024-03,328,-246.0,False,False,False,False,False,Medium (201-500)
Boyle Inc,France,48.864716,2.349014,Telecommunications,Medium (201-500),Sarah Davis,2024-05-29,Custom solution,Churned Customer,7,,,4849,30,2024-07-20,2024-07-23,2024,2024-05,52,3.0,False,False,False,False,False,Medium (201-500)
"Rodriguez, Little and Jast",Switzerland,46.204391,6.143158,IT & IT Services,Medium (201-500),Laura Thompson,2024-03-28,Custom solution,Churned Customer,7,,,1092,40,2025-01-02,2024-07-13,2024,2024-03,280,-173.0,False,False,False,False,False,Medium (201-500)
Bosco LLC,Portugal,38.736946,-9.142685,Entertainment & Media & Hospitality,Medium (201-500),Jessica Martinez,2024-05-10,Custom solution,Churned Customer,7,,,5902,50,2025-04-29,2024-07-27,2024,2024-05,354,-276.0,False,False,False,False,False,Medium (201-500)
Bergnaum LLC,Italy,41.902782,12.496366,Telecommunications,Medium (201-500),Michael Brown,2024-05-04,Custom solution,Churned Customer,7,,,625,40,2024-10-04,2024-08-03,2024,2024-05,153,-62.0,False,False,False,False,False,Medium (201-500)
"Corkery, Block and Frami",Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Emily Johnson,2024-02-01,Services,Churned Customer,7,,,7655,60,2024-03-31,2024-04-27,2024,2024-02,59,27.0,False,False,False,False,False,Medium (201-500)
"Auer, Bogisich and Kovacek",Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Michael Brown,2024-04-14,Custom solution,Churned Customer,7,,,7270,30,2024-10-03,2024-07-26,2024,2024-04,172,-69.0,False,False,False,False,False,Medium (201-500)
Jones and Sons,Italy,41.902782,12.496366,Telecommunications,Medium (201-500),Emily Johnson,2024-01-12,Custom solution,Churned Customer,7,,,6482,90,2025-01-03,2024-03-24,2024,2024-01,357,-285.0,False,False,False,False,False,Medium (201-500)
"Wilderman, Bayer and Hickle",Belgium,51.260197,4.402771,Transportation & Logistics,Medium (201-500),Laura Thompson,2024-01-10,Services,Churned Customer,7,,,3196,30,2024-05-21,2024-03-21,2024,2024-01,132,-61.0,False,False,False,False,False,Medium (201-500)
"Rutherford, Lueilwitz and Frami",Italy,41.902782,12.496366,Manufacturing & Production,Medium (201-500),Michael Brown,2024-02-01,Services,Churned Customer,7,,,5812,90,2024-12-25,2024-03-28,2024,2024-02,328,-272.0,False,False,False,False,False,Medium (201-500)
Lang LLC,Spain,40.416775,-3.70379,Transportation & Logistics,Medium (201-500),John Smith,2024-01-20,SAAS,Churned Customer,7,,,2015,100,2025-01-02,2024-02-05,2024,2024-01,348,-332.0,False,False,False,False,True,Medium (201-500)
Auer Group,Spain,40.416775,-3.70379,Agriculture & Mining,Medium (201-500),Laura Thompson,2024-01-12,Services,Churned Customer,7,,,3580,30,2024-05-29,2024-02-24,2024,2024-01,138,-95.0,False,False,False,False,False,Medium (201-500)
"Hilll, Jacobi and Cormier",Austria,48.210033,16.363449,Government Administration Healthcare,Medium (201-500),John Smith,2024-03-01,SAAS,Churned Customer,7,,,1985,60,2025-01-26,2024-06-01,2024,2024-03,331,-239.0,False,False,False,False,True,Medium (201-500)
Reinger LLC,Portugal,38.736946,-9.142685,Transportation & Logistics,Medium (201-500),Kevin Anderson,2024-02-17,Services,Churned Customer,7,,,7799,60,2024-06-21,2024-02-25,2024,2024-02,125,-117.0,False,False,False,False,False,Medium (201-500)
"Heaney, Hickle and Marquardt",Portugal,38.736946,-9.142685,IT & IT Services,Medium (201-500),Jessica Martinez,2024-05-01,Services,Churned Customer,7,,,1142,50,2024-12-05,2024-07-17,2024,2024-05,218,-141.0,False,False,False,False,False,Medium (201-500)
Hudson-Morar,Belgium,51.260197,4.402771,Government Administration Healthcare,Medium (201-500),Laura Thompson,2024-03-17,Services,Churned Customer,7,,,5858,40,2024-05-19,2024-05-02,2024,2024-03,63,-17.0,False,False,False,False,False,Medium (201-500)
Heller-Hartmann,Italy,41.902782,12.496366,Construction & Engineering,Medium (201-500),Sarah Davis,2024-02-10,SAAS,Churned Customer,7,,,2557,50,2024-05-24,2024-02-24,2024,2024-02,104,-90.0,False,False,False,False,True,Medium (201-500)
Torphy-Pouros,Portugal,38.736946,-9.142685,Banking and Finance,Medium (201-500),John Smith,2024-02-08,Services,Churned Customer,7,,,3207,60,2024-10-18,2024-06-07,2024,2024-02,253,-133.0,False,False,False,False,False,Medium (201-500)
Zulauf-Gutkowski,Italy,41.902782,12.496366,Agriculture & Mining,Medium (201-500),Michael Brown,2024-05-10,SAAS,Churned Customer,7,,,797,70,2024-11-30,2024-08-02,2024,2024-05,204,-120.0,False,False,False,False,True,Medium (201-500)
"Kunde, O'Keefe and Skiles",Germany,52.520008,13.404954,Banking and Finance,Medium (201-500),Michael Brown,2024-01-03,Services,Churned Customer,7,,,6018,40,2024-07-08,2024-04-01,2024,2024-01,187,-98.0,False,False,False,False,False,Medium (201-500)
Raynor Group,Netherlands,52.370216,4.895168,Banking and Finance,Medium (201-500),Laura Thompson,2024-02-25,Custom solution,Churned Customer,7,,,3011,90,2024-09-02,2024-05-31,2024,2024-02,190,-94.0,False,False,False,False,False,Medium (201-500)
Konopelski Group,Portugal,38.736946,-9.142685,Telecommunications,Medium (201-500),Laura Thompson,2024-01-31,Services,Churned Customer,7,,,655,80,2024-05-23,2024-02-12,2024,2024-01,113,-101.0,False,False,False,False,False,Medium (201-500)
"Johnson, Sporer and Kertzmann",Spain,40.416775,-3.70379,IT & IT Services,Medium (201-500),Emily Johnson,2024-02-07,Custom solution,Churned Customer,7,,,2589,60,2024-12-19,2024-04-15,2024,2024-02,316,-248.0,False,False,False,False,False,Medium (201-500)
"Predovic, Ryan and Wisoky",Portugal,38.736946,-9.142685,Banking and Finance,Medium (201-500),Laura Thompson,2024-05-11,SAAS,Churned Customer,7,,,2378,50,2024-09-17,2024-09-03,2024,2024-05,129,-14.0,False,False,False,False,True,Medium (201-500)
Bernhard-Padberg,Portugal,38.736946,-9.142685,Energy & Utilities,Medium (201-500),Laura Thompson,2024-03-29,SAAS,Churned Customer,7,,,4592,40,2024-12-25,2024-07-09,2024,2024-03,271,-169.0,False,False,False,False,True,Medium (201-500)
"Kemmer, Crona and Dietrich",Austria,48.210033,16.363449,Transportation & Logistics,Medium (201-500),Emily Johnson,2024-03-09,SAAS,Churned Customer,7,,,7969,30,2024-06-15,2024-07-06,2024,2024-03,98,21.0,False,False,False,False,True,Medium (201-500)
Bruen and Sons,Netherlands,52.370216,4.895168,Transportation & Logistics,Medium (201-500),Michael Brown,2024-04-28,SAAS,Churned Customer,7,,,1295,40,2024-12-24,2024-08-22,2024,2024-04,240,-124.0,False,False,False,False,True,Medium (201-500)
"Hickle, Rutherford and Ritchie",Netherlands,52.370216,4.895168,Agriculture & Mining,Medium (201-500),Laura Thompson,2024-02-13,Custom solution,Churned Customer,7,,,3184,100,2024-06-21,2024-02-15,2024,2024-02,129,-127.0,False,False,False,False,False,Medium (201-500)
"Hegmann, Jones and Schiller",Portugal,38.736946,-9.142685,IT & IT Services,Medium (201-500),Emily Johnson,2024-04-24,SAAS,Churned Customer,7,,,2931,80,2024-12-05,2024-05-07,2024,2024-04,225,-212.0,False,False,False,False,True,Medium (201-500)
"Heidenreich, Bergnaum and Gleason",Spain,40.416775,-3.70379,Education & Science,Medium (201-500),Jessica Martinez,2024-01-30,SAAS,Churned Customer,7,,,7888,10,2024-08-09,2024-02-28,2024,2024-01,192,-163.0,False,False,False,False,True,Medium (201-500)
Senger-Deckow,Germany,52.520008,13.404954,Retail & Distribution,Medium (201-500),Emily Johnson,2024-03-30,SAAS,Churned Customer,7,,,6007,50,2024-11-22,2024-07-08,2024,2024-03,237,-137.0,False,False,False,False,True,Medium (201-500)
"Krajcik, Hagenes and Cronin",Germany,52.520008,13.404954,Recreation & Sports,Medium (201-500),Emily Johnson,2024-01-19,SAAS,Churned Customer,7,,,6718,60,2024-03-05,2024-02-23,2024,2024-01,46,-11.0,False,False,False,False,True,Medium (201-500)
"Parisian, Kub and Wilderman",Italy,41.902782,12.496366,Government Administration Healthcare,Medium (201-500),Sarah Davis,2024-01-31,SAAS,Churned Customer,7,,,4828,100,2025-01-25,2024-02-16,2024,2024-01,360,-344.0,False,False,False,False,True,Medium (201-500)
Funk-Herman,Portugal,38.736946,-9.142685,Education & Science,Medium (201-500),Emily Johnson,2024-04-19,SAAS,Churned Customer,7,,,3672,90,2024-08-24,2024-07-27,2024,2024-04,127,-28.0,False,False,False,False,True,Medium (201-500)
Mraz Group,Spain,40.416775,-3.70379,Transportation & Logistics,Medium (201-500),Laura Thompson,2024-03-23,Custom solution,Churned Customer,7,,,4088,20,2024-11-28,2024-06-09,2024,2024-03,250,-172.0,False,False,False,False,False,Medium (201-500)
Oberbrunner-Moore,Portugal,38.736946,-9.142685,Education & Science,Medium (201-500),David Wilson,2024-02-04,Services,Churned Customer,7,,,1748,60,2024-03-17,2024-02-23,2024,2024-02,42,-23.0,False,False,False,False,False,Medium (201-500)
McLaughlin-Schmidt,France,48.864716,2.349014,Manufacturing & Production,Medium (201-500),Sarah Davis,2024-02-15,Custom solution,Churned Customer,7,,,3420,80,2024-10-04,2024-04-08,2024,2024-02,232,-179.0,False,False,False,False,False,Medium (201-500)
"Hane, Berge and Gleason",Switzerland,46.204391,6.143158,Professional Services  & Consulting,Medium (201-500),Jessica Martinez,2024-05-05,Services,Churned Customer,7,,,3736,90,2024-10-07,2024-07-04,2024,2024-05,155,-95.0,False,False,False,False,False,Medium (201-500)
Mynte,Italy,41.902782,12.496366,Education & Science,Large (501-1000),Michael Brown,2024-04-03,SAAS,Churned Customer,7,,,13020,30,2024-10-13,2024-05-11,2024,2024-04,193,-155.0,False,False,False,False,True,Large (501-1000)
"Borer, Cremin and Rolfson",Switzerland,46.204391,6.143158,Government Administration Healthcare,Large (501-1000),Sarah Davis,2024-05-29,Services,Churned Customer,7,,,12088,60,2025-04-11,2024-09-07,2024,2024-05,317,-216.0,False,False,False,False,False,Large (501-1000)
Hyatt and Sons,Italy,41.902782,12.496366,Government Administration Healthcare,Large (501-1000),John Smith,2024-03-13,Services,Churned Customer,7,,,8026,100,2024-11-18,2024-03-16,2024,2024-03,250,-247.0,False,False,False,False,False,Large (501-1000)
Hamill-Purdy,Italy,41.902782,12.496366,IT & IT Services,Large (501-1000),Michael Brown,2024-01-18,Services,Churned Customer,7,,,15725,10,2024-07-09,2024-04-29,2024,2024-01,173,-71.0,False,False,False,False,False,Large (501-1000)
Wiegand LLC,Switzerland,46.204391,6.143158,IT & IT Services,Large (501-1000),Jessica Martinez,2024-04-12,SAAS,Churned Customer,7,,,4292,20,2024-07-18,2024-05-07,2024,2024-04,97,-72.0,False,False,False,False,True,Large (501-1000)
Bogan-Goldner,Netherlands,52.370216,4.895168,Telecommunications,Large (501-1000),Laura Thompson,2024-03-07,Custom solution,Churned Customer,7,,,15281,30,2024-07-17,2024-03-18,2024,2024-03,132,-121.0,False,False,False,False,False,Large (501-1000)
Gabtune,Germany,52.520008,13.404954,Government Administration Healthcare,Enterprise (1001+),Emily Johnson,2024-03-07,SAAS,Churned Customer,7,,,18599,30,2024-07-27,2024-06-11,2024,2024-03,142,-46.0,False,False,False,False,True,Enterprise (1001+)
"Vandervort, Mosciski and White",France,48.864716,2.349014,Transportation & Logistics,Enterprise (1001+),Laura Thompson,2024-01-06,Custom solution,Churned Customer,7,,,2916,20,2024-09-10,2024-04-07,2024,2024-01,248,-156.0,False,False,False,False,False,Enterprise (1001+)
Labadie-Rath,Netherlands,52.370216,4.895168,Agriculture & Mining,Enterprise (1001+),Laura Thompson,2024-04-25,Custom solution,Churned Customer,7,,,13151,100,2024-06-09,2024-08-01,2024,2024-04,45,53.0,False,False,False,False,False,Enterprise (1001+)
Berge LLC,Portugal,38.736946,-9.142685,Transportation & Logistics,Enterprise (1001+),John Smith,2024-04-08,Services,Churned Customer,7,,,13724,40,2024-05-01,2024-05-31,2024,2024-04,23,30.0,False,False,False,False,False,Enterprise (1001+)
"Cole, McKenzie and Lakin",Italy,41.902782,12.496366,Transportation & Logistics,Enterprise (1001+),Jessica Martinez,2024-02-28,Custom solution,Churned Customer,7,,,2038,30,2024-08-03,2024-06-16,2024,2024-02,157,-48.0,False,False,False,False,False,Enterprise (1001+)
Quigley-Monahan,Germany,52.520008,13.404954,Education & Science,Enterprise (1001+),David Wilson,2024-05-14,Services,Churned Customer,7,,,16079,50,2025-01-19,2024-06-01,2024,2024-05,250,-232.0,False,False,False,False,False,Enterprise (1001+)
Rhycero,France,48.864716,2.349014,Banking and Finance,Small (11-200),Sarah Davis,2024-02-07,Custom solution,Customer,6,,,480,50,2024-11-07,2024-03-06,2024,2024-02,274,-246.0,False,False,False,False,False,Small (11-200)
Quimba,Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),Jessica Martinez,2024-03-29,Services,Customer,6,,,1055,90,2025-01-01,2024-07-08,2024,2024-03,278,-177.0,False,False,False,False,False,Small (11-200)
Edgeblab,Belgium,51.260197,4.402771,Agriculture & Mining,Small (11-200),Laura Thompson,2024-01-26,Services,Customer,6,,,919,60,2024-04-20,2024-03-22,2024,2024-01,85,-29.0,False,False,False,False,False,Small (11-200)
Twitternation,Austria,48.210033,16.363449,Government Administration Healthcare,Small (11-200),Jessica Martinez,2024-01-09,SAAS,Customer,6,,,1130,50,2024-10-15,2024-03-12,2024,2024-01,280,-217.0,False,False,False,False,True,Small (11-200)
"Hoeger, Flatley and Anderson",Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),Michael Brown,2024-04-20,SAAS,Customer,6,,,1936,40,2025-02-21,2024-06-14,2024,2024-04,307,-252.0,False,False,False,False,True,Small (11-200)
"Hermiston, Ziemann and Howell",Italy,41.902782,12.496366,Banking and Finance,Small (11-200),Laura Thompson,2024-02-05,Services,Customer,6,,,1643,30,2024-08-12,2024-05-30,2024,2024-02,189,-74.0,False,False,False,False,False,Small (11-200)
"Monahan, Ondricka and Nienow",Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),John Smith,2024-05-08,SAAS,Customer,6,,,1023,20,2025-01-24,2024-05-30,2024,2024-05,261,-239.0,False,False,False,False,True,Small (11-200)
"Kovacek, Hermiston and McCullough",Netherlands,52.370216,4.895168,IT & IT Services,Small (11-200),John Smith,2024-04-27,SAAS,Customer,6,,,1086,30,2024-07-22,2024-06-12,2024,2024-04,86,-40.0,False,False,False,False,True,Small (11-200)
Macejkovic LLC,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Laura Thompson,2024-02-26,SAAS,Customer,6,,,710,40,2024-08-18,2024-05-29,2024,2024-02,174,-81.0,False,False,False,False,True,Small (11-200)
